Name,Team,Level,Age,PA,BB%,K%,AVG,OBP,SLG,OPS,ISO,BABIP,wOBA,wRC+,PlayerId
PK Morris,TOR,A+,23,361,0.11634349,0.28531856,0.24115756,0.32686981,0.44051447,0.76738428,0.19935691,0.30693069,0.340631079,110.5715517,sa3005037
Jacob Amaya,LAD,"AA,AAA",23,567,0.14285714,0.19753086,0.2605042,0.3686067,0.42647059,0.79507729,0.16596639,0.30311615,0.356834142,104.0634701,sa3005081
Wilyer Abreu,HOU,AA,23,579,0.19689119,0.2642487,0.24726477,0.39896373,0.43544858,0.83441231,0.18818381,0.32525952,0.380970373,124.0274728,sa3005082
Tyler Dearden,BOS,AA,23,376,0.13031915,0.27393617,0.26265823,0.36702128,0.39556962,0.7625909,0.13291139,0.35714286,0.344163788,112.9730556,sa3005103
Luis Vazquez,CHC,"AA,AAA",22,450,0.06,0.22,0.22493888,0.27640449,0.34474328,0.62114777,0.1198044,0.27124183,0.279952369,61.81980338,sa3005131
Walking Cabrera,SEA,A,21,422,0.09478673,0.24170616,0.25,0.32227488,0.37365591,0.69593079,0.12365591,0.32352941,0.323627599,81.47466188,sa3005240
Jose Tena,CLE,"AA,AAA",21,573,0.05061082,0.2478185,0.26728972,0.30594406,0.41869159,0.72463565,0.15140187,0.3359375,0.317507283,95.15697262,sa3005482
Miguel Hiraldo,TOR,A+,21,428,0.06308411,0.29439252,0.23115578,0.27803738,0.38190955,0.65994693,0.15075377,0.30681818,0.295425626,81.83266934,sa3005486
Keyber Rodriguez,TEX,A+,21,412,0.08252427,0.2184466,0.24728261,0.31707317,0.32065217,0.63772534,0.07336956,0.31407942,0.299967991,79.12587128,sa3005488
Fabian Pertuz,CHC,A+,21,461,0.04772234,0.26681128,0.23653396,0.28478261,0.37002342,0.65480603,0.13348946,0.31103679,0.297127935,80.97038493,sa3005500
Allan Cerda,CIN,"A+,AA",22,506,0.16600791,0.33201581,0.20833333,0.35968379,0.44362745,0.80331124,0.23529412,0.28110599,0.365960334,120.8653594,sa3005504
Gilberto Jimenez,BOS,A+,21,409,0.04400978,0.24449878,0.26842105,0.30597015,0.36578947,0.67175962,0.09736842,0.35144928,0.30725759,83.71359602,sa3005507
Jorbit Vivas,LAD,A+,21,570,0.11052632,0.10175439,0.26931106,0.37434095,0.40083507,0.77517602,0.13152401,0.2853717,0.357746565,119.9810865,sa3005511
Alexfri Planez,CLE,A+,20,371,0.04312668,0.23989218,0.25144509,0.28918919,0.47687861,0.7660678,0.22543352,0.28099174,0.336134289,106.0726555,sa3005515
Jorge Barrosa,ARI,"A+,AA",21,553,0.12115732,0.15370705,0.27848101,0.37226277,0.43881857,0.81108134,0.16033756,0.31481481,0.367521208,111.9921027,sa3005524
Jesus Chirinos,MIL,A,20,480,0.14375,0.31666667,0.23703704,0.34375,0.35802469,0.70177469,0.12098765,0.34008097,0.336843167,100.7348521,sa3005538
Luis Toribio,SFG,A+,21,437,0.11899314,0.35240275,0.20899471,0.30892449,0.42857143,0.73749592,0.21957672,0.2815534,0.330022282,103.827123,sa3005541
Rainer Nunez,TOR,"A,A+",21,500,0.048,0.218,0.30406852,0.34,0.48394004,0.82394004,0.17987152,0.35755814,0.37202122,129.5498075,sa3005551
Eddys Leonard,LAD,A+,21,566,0.0795053,0.21024735,0.2641129,0.34805654,0.43548387,0.78354041,0.17137097,0.31693989,0.356197364,118.9841089,sa3005554
Enrique Valdez,KCR,"A,A+",21,370,0.07567568,0.28108108,0.24096386,0.30352304,0.37349398,0.67701702,0.13253012,0.32300885,0.315520595,88.11737166,sa3005568
Yunior Garcia,LAD,"A,A+",20,411,0.08029197,0.21167883,0.29155313,0.36341463,0.47956403,0.84297866,0.1880109,0.35074627,0.382376912,116.9177432,sa3005570
Jhonkensy Noel,CLE,"A+,AA,AAA",20,548,0.08941606,0.27372263,0.22886598,0.31021898,0.48865979,0.79887877,0.25979381,0.25732899,0.347196762,113.9719992,sa3005579
Ceddanne Rafaela,BOS,"A+,AA",21,522,0.04980843,0.2164751,0.2993763,0.34165067,0.53846154,0.88011221,0.23908524,0.34844193,0.380720649,133.6736176,sa3005581
Julio Carreras,COL,"A+,AA",22,518,0.06949807,0.24517375,0.28138528,0.34577603,0.45670996,0.80248599,0.17532468,0.36615385,0.359314866,122.2661562,sa3005598
Danny Bautista,OAK,A,21,423,0.08037825,0.17021277,0.26430518,0.34615385,0.38147139,0.72762524,0.11716621,0.31506849,0.343007616,92.96446635,sa3005602
Alberto Rodriguez,SEA,A+,21,527,0.09487666,0.26185958,0.26059322,0.33586338,0.39618644,0.73204982,0.13559322,0.34769231,0.334082556,106.4083988,sa3005603
J.P. Martinez,TEX,"AA,AAA",26,468,0.14316239,0.27564103,0.24303797,0.35974304,0.43291139,0.79265443,0.18987342,0.32270916,0.356711685,103.8646539,sa3005607
Felix Valerio,MIL,AA,21,480,0.1,0.16666667,0.22781775,0.3125,0.35731415,0.66981415,0.1294964,0.24924925,0.305412691,77.66387763,sa3005613
Andy Pages,LAD,AA,21,571,0.10858144,0.24518389,0.23613963,0.33625219,0.46817248,0.80442467,0.23203285,0.27134146,0.353902152,102.2197275,sa3005625
Stanley Consuegra,NYM,"A,A+",21,536,0.08208955,0.25932836,0.24532225,0.31716418,0.40748441,0.72464859,0.16216216,0.31626506,0.333382028,102.5958179,sa3005628
Heriberto Hernandez,TBR,A+,22,494,0.13562753,0.31376518,0.25536993,0.36842105,0.49880668,0.86722773,0.24343675,0.34583333,0.389251039,135.316352,sa3005630
Dalvy Rosario,MIA,"A+,AAA",21,492,0.05487805,0.25,0.25669643,0.30408163,0.38616071,0.69024234,0.12946428,0.32716049,0.311384973,89.87014609,sa3005712
Ynmanol Marinez,MIA,"A+,AAA",21,467,0.05995717,0.25053533,0.25986079,0.31263383,0.37819026,0.69082409,0.11832947,0.33333333,0.315664755,92.8227806,sa3005716
Brandon Valenzuela,SDP,A+,21,413,0.15254237,0.23002421,0.20869565,0.33414044,0.34782609,0.68196653,0.13913044,0.25619835,0.320299318,95.88216864,sa3005729
Junior Perez,OAK,A,20,482,0.14522822,0.30705394,0.24874372,0.3625,0.42462312,0.78712312,0.1758794,0.34710744,0.364307382,105.5924294,sa3005744
Herard Gonzalez,KCR,A+,21,483,0.13457557,0.23602484,0.23832924,0.34309623,0.36117936,0.70427559,0.12285012,0.30555556,0.327503004,100.5180517,sa3005750
Diego Hernandez,KCR,"A+,AA",21,512,0.07617188,0.1953125,0.28414097,0.34722222,0.40748899,0.75471121,0.12334802,0.34383954,0.344519923,107.3711626,sa3005759
Viandel Pena,WSN,"A,A+",21,463,0.12958963,0.27213823,0.22900763,0.32894737,0.3562341,0.68518147,0.12722647,0.31818182,0.325365067,93.95829246,sa3005775
Alexander Ovalles,TBR,"A+,AA,AAA",21,416,0.11778846,0.21394231,0.25770308,0.35421687,0.44537815,0.79959502,0.18767507,0.30350195,0.362491673,117.8513528,sa3005781
Johan Rojas,PHI,"A+,AA",21,556,0.07553957,0.17805755,0.244,0.30909091,0.354,0.66309091,0.11,0.29040404,0.302528184,83.35939517,sa3005784
Jose Rodriguez,CHW,AA,21,484,0.0785124,0.13636364,0.27954545,0.34024896,0.42954545,0.76979441,0.15,0.30769231,0.344486275,102.7821742,sa3005788
Brayan Rocchio,CLE,"AA,AAA",21,584,0.09246575,0.17465753,0.25686275,0.33562823,0.41960784,0.75523607,0.16274509,0.28463476,0.335508861,105.5847431,sa3005898
Ricardo Toro,HOU,CPX,21,160,0.0875,0.14375,0.24626866,0.35625,0.39552239,0.75177239,0.14925373,0.25925926,0.36621967,114.3212813,sa3005904
Jose Reina,DET,CPX,21,155,0.09677419,0.26451613,0.25185185,0.33766234,0.35555556,0.6932179,0.10370371,0.35106383,0.340018555,98.98746747,sa3005911
Guillermo Quintana,KCR,A,21,483,0.11801242,0.1573499,0.23980815,0.33126294,0.34772182,0.67898476,0.10791367,0.27138643,0.325502341,93.84115631,sa3005916
Anthony Garcia,NYY,A,21,384,0.21614583,0.40625,0.19463087,0.37239583,0.36912752,0.74152335,0.17449665,0.34108527,0.358793978,120.8043059,sa3005924
Oneill Manzueta,TBR,A,21,451,0.13968958,0.31929047,0.24155844,0.35254989,0.37922078,0.73177067,0.13766234,0.36206897,0.350214008,108.8625238,sa3005942
Jean Pena,SFG,CPX,21,154,0.16233766,0.35714286,0.15873016,0.2987013,0.27777778,0.57647908,0.11904762,0.24285714,0.287859005,69.42558639,sa3006192
Brandol Mezquita,ATL,"A,A+",20,454,0.10352423,0.27312775,0.26804124,0.35682819,0.35309278,0.70992097,0.08505154,0.37546468,0.340438385,102.8602713,sa3006201
Ryan Fitzgerald,BOS,AAA,28,520,0.09423077,0.25961538,0.21902655,0.3044316,0.40044248,0.70487408,0.18141593,0.26860841,0.312552668,85.62294732,sa3006218
Osleivis Basabe,TBR,"A+,AA",21,495,0.08080808,0.11919192,0.32432432,0.38539554,0.46171171,0.84710725,0.13738739,0.36458333,0.38247596,129.0695049,sa3006594
Bladimir Restituyo,COL,A+,20,423,0.02600473,0.20567376,0.28030303,0.30120482,0.40656566,0.70777048,0.12626263,0.33660131,0.314926865,94.23037344,sa3006621
Orlando Martinez,LAA,"AA,AAA,CPX",24,442,0.08597285,0.21719457,0.27525253,0.33484163,0.42424242,0.75908405,0.14898989,0.33557047,0.333778863,92.172565,sa3006664
Robert Neustrom,BAL,AAA,25,409,0.07090465,0.16870416,0.23097826,0.29656863,0.4076087,0.70417733,0.17663044,0.24305556,0.310750695,84.46068337,sa3006667
Coco Montes,COL,"AA,AAA",25,539,0.11131725,0.26716141,0.27078891,0.36178108,0.47547974,0.83726082,0.20469083,0.3485342,0.363277981,110.0585408,sa3006715
David Fry,CLE,AAA,26,479,0.08141962,0.19206681,0.25592417,0.32914046,0.45023697,0.77937743,0.1943128,0.28526646,0.342186156,104.736411,sa3006787
Brandon Lockridge,NYY,AA,25,464,0.07758621,0.26939655,0.22966507,0.29956897,0.37799043,0.6775594,0.14832536,0.29078014,0.302651842,85.76446776,sa3006856
Cobie Fletcher-Vance,MIA,AA,24,436,0.06422018,0.15366972,0.24303797,0.30045872,0.32405063,0.62450935,0.08101266,0.27878788,0.287608673,66.21863665,sa3006860
Kendall Simmons,PHI,"A,A+",22,379,0.08443272,0.2585752,0.21856287,0.30319149,0.38023952,0.68343101,0.16167665,0.27111111,0.319545655,94.78197357,sa3006867
Devin Mann,LAD,"AA,AAA",25,451,0.14190687,0.19068736,0.264,0.38,0.464,0.844,0.2,0.30072464,0.37679583,116.5260261,sa3006869
George Valera,CLE,"AA,AAA",21,566,0.13074205,0.25618375,0.25,0.35335689,0.46280992,0.81616681,0.21280992,0.30503145,0.359454885,120.8171672,sa3006872
Trey Harris,WSN,AA,26,373,0.06970509,0.20911528,0.24096386,0.31989247,0.32831325,0.64820572,0.08734939,0.3,0.301489316,79.12060846,sa3006876
Ronny Mauricio,NYM,AA,21,541,0.04436229,0.2310536,0.25933202,0.29574861,0.47151277,0.76726138,0.21218075,0.29281768,0.33119858,104.4751403,sa3006887
Luis Verdugo,CHC,A+,21,422,0.10900474,0.16587678,0.26902174,0.35154394,0.38858696,0.7401309,0.11956522,0.31649832,0.341035243,109.2266303,sa3006888
D'Shawn Knowles,LAA,"A,A+",21,530,0.10566038,0.26226415,0.26200873,0.3467433,0.33406114,0.68080444,0.07205241,0.36875,0.3219054,91.66297908,sa3006889
Anthony Seigler,NYY,"A,A+",23,417,0.21822542,0.19664269,0.23566879,0.40527578,0.36942675,0.77470253,0.13375796,0.28755365,0.371117105,125.1428938,sa3006894
Leandro Emiliani,WSN,"A,A+",22,380,0.09210526,0.25789474,0.22848665,0.31052632,0.41543027,0.72595659,0.18694362,0.28070175,0.334084295,99.51946461,sa3006897
Carlos De La Cruz,PHI,"A+,AA",22,403,0.06699752,0.29776675,0.27123288,0.3325062,0.48219178,0.81469798,0.2109589,0.35497835,0.359560932,119.1524943,sa3006903
Jonathan Ornelas,TEX,AA,22,580,0.07758621,0.20862069,0.29904762,0.35986159,0.4247619,0.78462349,0.12571428,0.36479592,0.35317011,101.7652254,sa3006909
Addison Barger,TOR,"A+,AA,AAA",22,526,0.09125475,0.24904943,0.30835118,0.378327,0.55460385,0.93293085,0.24625267,0.37579618,0.404922452,151.4901409,sa3006910
CJ Alexander,KCR,AA,25,490,0.05306122,0.22653061,0.26373626,0.30204082,0.47692308,0.7789639,0.21318682,0.29141104,0.336217731,94.84413469,sa3006912
Chase Calabuig,OAK,AA,26,434,0.10829493,0.12903226,0.31315789,0.39400922,0.43684211,0.83085133,0.12368422,0.353125,0.379983467,118.4127986,sa3006927
Daniel Schneemann,CLE,"AA,AAA",25,444,0.10585586,0.22747748,0.20155039,0.28344671,0.28682171,0.57026842,0.08527132,0.25087108,0.263068382,59.7562625,sa3006936
Drew Avans,LAD,AAA,26,504,0.12103175,0.25595238,0.28240741,0.37924152,0.42592593,0.80516745,0.14351852,0.38720539,0.360177421,106.3209584,sa3006937
Josh Stowers,TEX,AA,25,419,0.11694511,0.28162291,0.22191011,0.33093525,0.37359551,0.70453076,0.1516854,0.3,0.325365223,84.50204302,sa3007010
Jarryd Dale,SDP,"A+,AAA",21,552,0.14311594,0.24818841,0.1991342,0.31818182,0.27922078,0.5974026,0.08008658,0.26993865,0.289067918,74.92626597,sa3007022
Chris Williams,MIN,"AA,AAA",25,495,0.12727273,0.29090909,0.2464455,0.34279919,0.5,0.84279919,0.2535545,0.296875,0.366621346,113.3260875,sa3007028
Davis Bradshaw,MIA,"A+,AA",24,375,0.07733333,0.14933333,0.30395137,0.37398374,0.37386018,0.74784392,0.06990881,0.36131387,0.347136572,110.8194783,sa3007031
Everson Pereira,NYY,"A+,AA",21,448,0.09598214,0.27678571,0.27680798,0.35044643,0.46882793,0.81927436,0.19201995,0.36742424,0.364905394,121.8145634,sa3007034
Grant Witherspoon,TBR,"AA,AAA",25,471,0.0955414,0.23779193,0.26555024,0.34255319,0.46650718,0.80906037,0.20095694,0.32302405,0.356324316,112.2673062,sa3007047
Andrew Moritz,ATL,"A+,AA",25,370,0.11891892,0.19189189,0.28301887,0.37127371,0.36163522,0.73290893,0.07861635,0.35341365,0.341697823,101.2180639,sa3007054
Jordan Qsar,TBR,"AA,AAA",26,411,0.10705596,0.38199513,0.22714681,0.32116788,0.45152355,0.77269143,0.22437674,0.34759358,0.340388143,100.9413602,sa3007078
Raynel Delgado,CLE,"A+,AA",22,391,0.11764706,0.19181586,0.24085366,0.34883721,0.34756098,0.69639819,0.10670732,0.29482072,0.322776,98.38171047,sa3007288
Yorlis Rodriguez,SFG,A,22,459,0.03921569,0.19825708,0.2575406,0.29102845,0.42459397,0.71562242,0.16705337,0.28963415,0.319625747,79.10208926,sa3007299
DaShawn Keirsey Jr.,MIN,AA,25,468,0.06837607,0.23076923,0.27058824,0.32905983,0.39529412,0.72435395,0.12470588,0.34394904,0.328077587,86.18606456,sa3007301
Max Schuemann,OAK,"AA,AAA",25,408,0.1372549,0.24509804,0.27384615,0.40298507,0.42153846,0.82452353,0.14769231,0.36363636,0.381310281,119.2972489,sa3007511
Nicholas Northcut,BOS,"A+,AA",23,428,0.05841121,0.35280374,0.21914358,0.27570093,0.49118388,0.76688481,0.2720403,0.26388889,0.334366703,101.8034737,sa3007640
Blaze Alexander,ARI,"AA,AAA,CPX",23,406,0.09359606,0.25123153,0.30113636,0.38861386,0.53977273,0.92838659,0.23863637,0.37229437,0.407541659,135.6736694,sa3007742
Grant Lavigne,COL,"A+,AA",22,524,0.12977099,0.25572519,0.28285078,0.37858509,0.42316258,0.80174767,0.1403118,0.37987013,0.363711085,125.1978374,sa3007743
Logan Porter,KCR,"AA,AAA",26,473,0.18393235,0.21775899,0.30107527,0.44186047,0.47580645,0.91766692,0.17473118,0.38076923,0.416759689,144.7977675,sa3007750
Willie MacIver,COL,"AA,AAA",25,419,0.09307876,0.27207637,0.22615804,0.30935252,0.39782016,0.70717268,0.17166212,0.28099174,0.314962207,93.17009123,sa3007828
Connor Hollis,SDP,"AA,AAA",27,575,0.12521739,0.18608696,0.32854209,0.42482517,0.46406571,0.88889088,0.13552362,0.40482574,0.403995227,133.4056865,sa3007870
Jake Slaughter,CHC,"A+,AA",25,470,0.1,0.22340426,0.28428928,0.38085106,0.51371571,0.89456677,0.22942643,0.32851986,0.396053833,137.4818471,sa3007871
Wilderd Patino,ARI,"A,A+",20,418,0.0645933,0.26076555,0.28961749,0.3647343,0.43169399,0.79642829,0.1420765,0.38645418,0.367698918,111.2059068,sa3007874
Parker Meadows,DET,"A+,AA",22,556,0.10071942,0.1942446,0.26954733,0.34594595,0.47325103,0.81919698,0.2037037,0.30327869,0.357490219,121.4721262,sa3007943
Will Banfield,MIA,"A+,AA",22,415,0.03855422,0.22409639,0.22337662,0.25783133,0.36623377,0.6240651,0.14285715,0.25862069,0.277490926,65.70903911,sa3007973
Ezequiel Pagan,CHC,A,21,438,0.0913242,0.13013699,0.29166667,0.36635945,0.44270833,0.80906778,0.15104166,0.31661442,0.376314063,124.7278447,sa3007975
Alex McKenna,HOU,"AA,AAA",24,430,0.12325581,0.29767442,0.23160763,0.3372093,0.35149864,0.68870794,0.11989101,0.33474576,0.318976009,80.33184003,sa3008003
Joe Gray Jr.,MIL,A+,22,527,0.09677419,0.33586338,0.19264069,0.27893738,0.35281385,0.63175123,0.16017316,0.26714801,0.289428491,76.01546077,sa3008005
Jordyn Adams,LAA,"A+,AA",22,485,0.08659794,0.2556701,0.23831776,0.31677019,0.3317757,0.64854589,0.09345794,0.32236842,0.301046387,80.28616781,sa3008032
Carlos Cortes,NYM,"AA,AAA",25,491,0.08553971,0.25254582,0.22323462,0.29531568,0.3690205,0.66433618,0.14578588,0.27922078,0.296882218,80.63948551,sa3008079
Connor Scott,PIT,AA,22,424,0.07783019,0.21698113,0.24736842,0.30787589,0.38947368,0.69734957,0.14210526,0.30526316,0.309152006,90.02493494,sa3008080
Cesar Salazar,HOU,"AA,AAA",26,417,0.06954436,0.17026379,0.26502732,0.3381295,0.44535519,0.78348469,0.18032787,0.28321678,0.347786525,98.28841539,sa3008107
Malcom Nunez,PIT,"AA,AAA",21,493,0.13995943,0.20892495,0.26201923,0.36713996,0.46634615,0.83348611,0.20432692,0.29152542,0.369915669,117.1128469,sa3008113
Hunter Stovall,COL,AA,25,435,0.07816092,0.2091954,0.26717557,0.3255814,0.41984733,0.74542873,0.15267176,0.32542373,0.329547599,103.3930211,sa3008181
Luken Baker,STL,AAA,25,513,0.07212476,0.25146199,0.22844828,0.28849903,0.39439655,0.68289558,0.16594827,0.26479751,0.301256019,78.33666073,sa3008267
Endy Rodriguez,PIT,"A+,AA,AAA",22,531,0.11299435,0.19020716,0.3231441,0.40677966,0.58951965,0.99629931,0.26637555,0.36498516,0.433777136,165.8368388,sa3008272
Michael Helman,MIN,"AA,AAA",26,581,0.10499139,0.19277108,0.2578125,0.3373494,0.43164063,0.76899003,0.17382813,0.29090909,0.342118194,101.6754398,sa3008280
Brice Turang,MIL,AAA,22,603,0.10779436,0.19568823,0.28571429,0.35986733,0.41165414,0.77152147,0.12593985,0.34152334,0.346832785,107.7334654,sa3008294
Jaylen Palmer,NYM,A+,21,377,0.13262599,0.38992042,0.18412698,0.31830239,0.32380952,0.64211191,0.13968254,0.3081761,0.307399299,83.80278097,sa3008297
Ronny Simon,TBR,"A+,AA",22,473,0.05919662,0.20930233,0.26036866,0.3029661,0.47926267,0.78222877,0.21889401,0.2834891,0.341241979,103.6539546,sa3008365
Juan Mora,CHC,A,22,354,0.07627119,0.19491525,0.26923077,0.34560907,0.41025641,0.75586548,0.14102564,0.32217573,0.354841713,111.6755452,sa3008469
Diego Cartaya,LAD,"A,A+",20,445,0.14157303,0.26741573,0.25414365,0.38876404,0.50276243,0.89152647,0.24861878,0.31390135,0.40001033,139.2184048,sa3008742
Gabriel Rodriguez,CLE,A+,20,361,0.09418283,0.19944598,0.271875,0.3434903,0.415625,0.7591153,0.14375,0.32098765,0.345279079,111.9577219,sa3008744
Noelvi Marte,CIN,A+,20,520,0.11346154,0.20576923,0.27901786,0.37115385,0.45758929,0.82874314,0.17857143,0.32515337,0.373866638,131.3921113,sa3008745
Antonio Gomez,NYY,A,20,370,0.09459459,0.27027027,0.25230769,0.33243243,0.36923077,0.7016632,0.11692308,0.33484163,0.331456901,103.3508739,sa3008746
Jose De La Cruz,DET,"A,CPX",20,368,0.08152174,0.38858696,0.20426829,0.28804348,0.34756098,0.63560446,0.14329269,0.32,0.301747848,83.6911109,sa3008747
Eduardo Garcia,MIL,"A,A+",19,480,0.03958333,0.3375,0.25884956,0.3,0.40707965,0.70707965,0.14823009,0.36956522,0.32545779,94.87830139,sa3008751
Kevin Alcantara,CHC,A,19,495,0.11111111,0.24848485,0.27336449,0.35959596,0.45093458,0.81053054,0.17757009,0.34459459,0.374533196,123.6453171,sa3008752
Luis Matos,SFG,"A+,CPX",20,415,0.06746988,0.15903614,0.21542553,0.27951807,0.35638298,0.63590105,0.14095745,0.22847682,0.289153934,77.41208076,sa3008756
Alexander Ramirez,LAA,A,19,520,0.05961538,0.30769231,0.22947368,0.29038462,0.35157895,0.64196357,0.12210527,0.32580645,0.298215599,66.40868329,sa3008757
Juan Guerrero,COL,A,20,506,0.0770751,0.16798419,0.27373068,0.33465347,0.43708609,0.77173956,0.16335541,0.30470914,0.350034334,97.13038708,sa3008759
Warming Bernabel,COL,"A,A+",20,409,0.07579462,0.13691932,0.3133515,0.37009804,0.4986376,0.86873564,0.1852861,0.33443709,0.390225006,126.0966952,sa3008761
Angel Martinez,CLE,"A+,AA",20,434,0.11981567,0.17511521,0.27823691,0.37762238,0.47107438,0.84869676,0.19283747,0.31541219,0.380178596,134.829019,sa3008762
Luisangel Acuna,TEX,"A+,AA",20,409,0.12469438,0.23471883,0.27731092,0.36919315,0.42577031,0.79496346,0.14845939,0.352,0.364475337,115.4333005,sa3008765
Victor Bericoto,SFG,A,20,487,0.11704312,0.22176591,0.26477541,0.35318275,0.39479905,0.7479818,0.13002364,0.3257329,0.350279456,97.27571223,sa3008767
Dayan Frias,CLE,A,20,519,0.12524085,0.24855491,0.23927765,0.344294,0.32957111,0.67386511,0.09029346,0.32258065,0.328965539,95.94631428,sa3008768
Cristian Gonzalez,HOU,A+,20,445,0.06516854,0.28539326,0.22738386,0.28314607,0.34963325,0.63277932,0.12224939,0.30181818,0.289788149,72.71916547,sa3008771
Frank Perez,HOU,CPX,20,152,0.10526316,0.38157895,0.18852459,0.34868421,0.36065574,0.70933995,0.17213115,0.31666667,0.354923709,107.7104879,sa3008772
Yohander Martinez,HOU,CPX,20,177,0.16949153,0.12429379,0.23529412,0.40112994,0.29411765,0.69524759,0.05882353,0.26315789,0.364382634,113.2461833,sa3008775
Isaac De Leon,BAL,"A,A+",20,457,0.16411379,0.3107221,0.22162162,0.35886214,0.35405405,0.71291619,0.13243243,0.32888889,0.345550473,106.0316242,sa3008784
Cristhian Rodriguez,MIA,"A,CPX",20,351,0.08831909,0.35042735,0.18867925,0.26210826,0.24528302,0.50739128,0.05660377,0.3025641,0.249521551,50.30020524,sa3008785
Jonatan Clase,SEA,A,20,499,0.13026052,0.26653307,0.26713948,0.37349398,0.46335697,0.83685095,0.19621749,0.35842294,0.383165283,116.7726877,sa3008787
Noelberth Romero,BAL,A,20,418,0.07177033,0.1937799,0.22976501,0.28708134,0.34725849,0.63433983,0.11749348,0.26689189,0.29832003,77.31796959,sa3008808
Luis Pineda,CHW,CPX,20,153,0.05228758,0.26797386,0.26573427,0.30718954,0.40559441,0.71278395,0.13986014,0.32989691,0.329470644,94.1026178,sa3008826
Ricardo Balogh,HOU,CPX,19,191,0.05759162,0.2617801,0.27683616,0.31413613,0.33898305,0.65311918,0.06214689,0.37692308,0.314865026,84.26673736,sa3008835
Brainer Bonaci,BOS,A,19,494,0.18016194,0.18016194,0.26196474,0.39676113,0.38539043,0.78215156,0.12342569,0.31921824,0.3772517,125.2978014,sa3008836
Alex De Jesus,TOR,"A,A+,CPX",20,514,0.14202335,0.29377432,0.26267281,0.36964981,0.43317972,0.80282953,0.17050691,0.36630037,0.368374342,119.7286276,sa3008842
Jose Ramos,LAD,"A,A+",21,545,0.10458716,0.31009174,0.24894515,0.33944954,0.47890295,0.81835249,0.2299578,0.32746479,0.366473124,120.3427165,sa3008845
Alexander Vargas,NYY,A,20,431,0.0812065,0.28538283,0.20308483,0.27146172,0.31105398,0.5825157,0.10796915,0.27099237,0.276323174,68.15059393,sa3008851
Gabriel Martinez,TOR,"A,A+,CPX",19,389,0.08226221,0.16452442,0.29261364,0.35475578,0.47727273,0.83202851,0.18465909,0.32246377,0.37964059,134.3259553,sa3008865
Jesus Parra,MIL,CPX,19,155,0.0516129,0.30322581,0.2173913,0.27741935,0.37681159,0.65423094,0.15942029,0.29347826,0.29524984,73.80858761,sa3008867
Euribiel Angeles,OAK,A+,20,388,0.04381443,0.14948454,0.27823691,0.31606218,0.35261708,0.66867926,0.07438017,0.32459016,0.307272042,87.49855495,sa3008877
Albert Fabian,SDP,"A,A+,CPX",20,401,0.0872818,0.28179551,0.24157303,0.32169576,0.44101124,0.762707,0.19943821,0.30567686,0.345372481,97.93107504,sa3008888
Marcos Cabrera,NYY,A,20,390,0.11794872,0.37948718,0.1958457,0.3,0.35905045,0.65905045,0.16320475,0.29378531,0.312587544,91.30368064,sa3008890
Dariel Lopez,PIT,A+,20,420,0.05,0.2547619,0.28644501,0.32935561,0.47570332,0.80505893,0.18925831,0.34831461,0.358962254,116.2540394,sa3008901
Leandro Pineda,PHI,"A,A+",20,369,0.10569106,0.26287263,0.2056962,0.30081301,0.33860759,0.6394206,0.13291139,0.27802691,0.300380103,82.85594409,sa3008905
Jesus Rodriguez,NYY,CPX,20,152,0.09868421,0.09210526,0.34848485,0.43421053,0.57575758,1.00996811,0.22727273,0.36842105,0.471272022,175.8016124,sa3008916
Jorge Burgos,CLE,A,20,459,0.12200436,0.18518519,0.27777778,0.36819172,0.38383838,0.7520301,0.1060606,0.33656958,0.358753385,114.0533156,sa3008929
Dyron Campos,NYM,"CPX,DSL",21,198,0.08080808,0.24242424,0.26553672,0.32828283,0.47457627,0.8028591,0.20903955,0.32,0.374358737,111.4815219,sa3008937
Omar De Los Santos,NYM,A,22,478,0.07322176,0.31589958,0.27146172,0.33891213,0.45939675,0.79830888,0.18793503,0.37969925,0.367771261,126.5358767,sa3008938
Wilber Sanchez,CHW,A,20,420,0.13095238,0.22857143,0.16155989,0.27684964,0.21727019,0.49411983,0.0557103,0.21292776,0.253647955,50.16336014,sa3008941
Geraldo Quintero,ATL,"A,A+",20,515,0.11262136,0.17669903,0.25791855,0.35603113,0.41176471,0.76779584,0.15384616,0.30635838,0.360077323,115.1127715,sa3008942
Carlos Mendoza,DET,"A,A+",22,402,0.19402985,0.14427861,0.26623377,0.42462312,0.34415584,0.76877896,0.07792207,0.3187251,0.37556485,131.1957777,sa3008944
Carlos Dominguez,NYM,A,22,444,0.08333333,0.38963964,0.23333333,0.32432432,0.42564103,0.74996535,0.1923077,0.35858586,0.350141468,115.2800867,sa3009191
Agustin Ramirez,NYY,CPX,20,197,0.11675127,0.15736041,0.30357143,0.3857868,0.50595238,0.89173918,0.20238095,0.33333333,0.415841222,143.3615587,sa3009276
Elly De La Cruz,CIN,"A+,AA",20,513,0.07797271,0.3079922,0.30360934,0.35867446,0.58598726,0.94466172,0.28237792,0.4020979,0.409955262,150.0625293,sa3009289
Dayro Perez,NYY,CPX,20,167,0.16766467,0.32335329,0.25,0.38922156,0.375,0.76422156,0.125,0.39240506,0.380669647,122.7779158,sa3009299
